Ambient Temperature,Ambient Humidity,Light Intensity (PAR),Phi2,vH+,Relative Chlorophyll,Thickness,Leaf Angle,Leaf Temperature Differential
28.77,68.801,358.564,0.475,0.118,39.85,0.38,13.592,-2.2
29.02,68.15899999999999,431.281,0.49,0.14400000000000002,32.48,0.87,5.21,-2.5
29.05,68.297,240.905,0.534,0.086,31.58,0.62,5.207999999999998,-2.01
29.0,68.22399999999999,326.747,0.529,0.112,33.78,2.24,5.301,-6.47
29.25,68.207,436.734,0.522,0.122,36.44,1.25,6.06,-6.06
29.01,67.81,362.095,0.522,0.126,32.89,0.28,3.387,-3.17
29.02,68.686,429.65,0.501,0.129,32.43,1.13,7.292000000000002,-5.63
29.09,69.56,398.595,0.507,0.114,34.17,0.12,7.337999999999999,-2.53
29.19,70.186,353.473,0.523,0.108,35.43,0.99,5.766,-4.92
29.18,68.043,311.637,0.5329999999999999,0.094,35.93,0.32,7.495,-5.65
29.19,66.02,412.222,0.5529999999999999,0.107,34.99,2.11,10.224,-7.0
29.19,67.497,463.2,0.507,0.149,37.53,0.68,5.759,-4.34
29.24,68.67399999999999,477.212,0.484,0.118,36.25,0.5,12.901,-4.97
29.32,68.479,417.444,0.491,0.104,36.79,1.47,6.05,-7.41
29.31,68.445,461.478,0.488,0.121,36.73,0.24,25.193,-5.88
29.97,70.34100000000001,494.98800000000006,0.466,0.127,32.31,0.5,7.592,-5.36
30.03,70.392,515.868,0.384,0.177,19.07,2.52,12.821,-6.04
30.03,69.14399999999999,463.93300000000005,0.494,0.108,34.64,0.76,25.44,-5.6
29.84,70.178,306.112,0.534,0.07,28.5,0.38,11.018,-5.99
29.87,70.642,435.698,0.496,0.121,40.33,0.26,15.05,-4.82
29.75,70.469,469.876,0.48,0.098,36.61,0.88,16.006,-6.02
29.75,70.918,517.53,0.484,0.145,33.5,1.25,0.667,-5.28
28.89,71.884,326.518,0.509,0.099,34.82,0.52,9.685,-4.62
28.94,71.601,331.991,0.514,0.107,34.89,0.5,7.544,-2.55
25.69,68.318,654.905,0.496,0.133,31.76,0.83,53.248999999999995,-0.36
25.87,68.457,410.531,0.593,0.11199999999999999,39.97,0.88,22.186,0.6
26.14,68.75399999999999,444.666,0.564,0.106,38.63,0.46,23.441,-0.47
26.52,68.88,710.587,0.35700000000000004,0.18600000000000003,24.32,0.78,44.449,0.37
26.76,67.54,494.208,0.556,0.132,32.77,0.65,56.715,-0.09
31.89,54.881,449.29,0.48200000000000004,0.114,22.71,0.75,32.161,-4.08
31.96,54.743,594.93,0.222,0.04,7.46,0.43,50.781000000000006,-2.03
31.99,54.328,270.906,0.578,0.0,24.98,3.88,35.506,-4.28
32.06,54.042,455.483,0.609,0.084,39.84,0.45,31.261,-4.63
32.13,54.854,762.434,0.552,0.165,45.01,0.66,20.472,-5.6
33.13,50.208,407.181,0.5539999999999999,0.11800000000000001,33.13,0.28,41.188,-5.7
33.09,50.567,400.346,0.609,0.086,31.47,0.82,57.786,-5.66
33.0,50.659,505.35400000000004,0.534,0.106,27.59,0.67,40.993,-5.47
32.93,51.435,336.76,0.578,0.10400000000000001,32.38,0.8,52.79,-3.32
32.9,51.589,399.755,0.617,0.10800000000000001,47.92,0.94,55.976000000000006,-5.37
30.05,55.64,1728.832,0.425,0.26,43.14,0.95,52.784,2.4
30.29,56.38,1473.621,0.449,0.257,37.04,0.71,62.931000000000004,2.48
30.55,56.038999999999994,403.589,0.31,0.053,17.15,1.07,24.755,6.66
30.95,56.236000000000004,2133.71,0.268,0.32299999999999995,26.22,0.42,45.25899999999999,3.86
31.21,56.2,1483.793,0.413,0.276,32.77,0.77,48.437,3.08
36.38,43.446999999999996,388.971,0.562,0.113,28.79,1.28,36.053000000000004,-2.75
36.46,43.981,242.403,0.615,0.092,26.19,0.78,56.144,-2.21
36.53,44.742,593.9119999999999,0.47,0.10800000000000001,28.02,0.85,33.558,-1.28
36.58,43.696000000000005,343.815,0.379,0.069,18.77,0.85,64.876,-1.97
36.64,43.381,1298.674,0.29600000000000004,0.203,21.94,0.73,54.122,-1.77
37.64,41.356,396.80800000000005,0.61,0.11800000000000001,39.27,1.14,50.457,-1.09
37.64,40.554,467.716,0.47600000000000003,0.124,25.27,0.67,54.478,-2.31
37.66,40.738,333.05300000000005,0.647,0.094,41.33,0.94,59.373000000000005,-5.11
37.68,40.408,364.79,0.5820000000000001,0.1,35.3,0.5,52.081,-6.05
37.68,41.50899999999999,144.536,0.596,0.052000000000000005,35.32,0.85,74.987,-4.71
40.63,48.038000000000004,488.901,0.574,0.09699999999999999,24.59,0.39,12.036,-2.1
40.72,48.221000000000004,535.1659999999999,0.5820000000000001,0.201,41.79,0.78,41.43,-1.99
40.8,48.31,225.301,0.588,0.095,34.27,0.31,66.12,-1.59
40.88,48.468,639.085,0.46799999999999997,0.20800000000000002,26.53,0.34,62.46,-0.81
40.98,49.782,651.406,0.46399999999999997,0.204,25.27,0.26,66.579,-0.79
41.08,50.50899999999999,145.355,0.637,0.066,21.51,0.41,63.62,-0.55
41.19,49.803999999999995,128.457,0.652,0.05,19.76,0.42,98.137,-1.82
41.54,46.803000000000004,990.951,0.204,0.079,23.27,0.34,19.673,0.01
41.61,47.03,508.925,0.40399999999999997,0.13699999999999998,26.02,0.38,25.869,-0.6
41.69,46.437,880.711,0.384,0.259,34.1,0.25,76.235,-1.34
41.82,46.52,260.056,0.381,0.062,19.0,0.57,55.855,0.21
41.89,44.294,1001.125,0.395,0.313,41.45,0.54,22.98,-3.2
41.93,43.928000000000004,594.634,0.514,0.17600000000000002,31.54,0.32,41.07899999999999,-2.02
41.96,43.688,484.048,0.55,0.172,35.86,0.31,24.736,-1.27
41.97,43.665,1042.765,0.273,0.17600000000000002,25.15,0.44,52.301,-2.24
40.61,37.863,516.133,0.563,0.094,49.16,0.6,62.208999999999996,-7.2
40.48,37.933,967.7639999999999,0.541,0.171,44.39,0.59,62.537,-7.51
40.42,38.7,1331.8429999999998,0.508,0.22699999999999998,39.57,0.41,40.181999999999995,-7.65
40.34,37.979,1069.355,0.508,0.247,36.17,0.26,43.011,-4.23
40.28,38.528,1127.012,0.46399999999999997,0.268,31.21,0.5,64.05199999999999,-5.51
38.4,39.726,1441.43,0.5,0.203,45.8,0.43,63.838,-6.97
38.27,39.071,765.328,0.303,0.20199999999999999,29.19,0.62,58.422,-5.9
38.16,39.579,863.895,0.467,0.19699999999999998,27.96,0.7,56.721000000000004,-5.65
38.01,39.324,1818.621,0.307,0.294,32.82,0.56,55.42100000000001,-6.38
37.88,39.635,1445.64,0.39399999999999996,0.244,33.07,0.81,51.015,-5.29
37.98,40.687,1654.9260000000002,0.428,0.235,44.02,0.6,42.747,-6.69
37.97,41.638000000000005,1287.813,0.418,0.319,30.39,0.39,12.515,-3.02
37.97,41.352,1756.145,0.405,0.28800000000000003,39.67,0.42,43.565,-5.78
37.9,41.092,450.336,0.5760000000000001,0.096,46.96,0.42,51.14,-7.15
37.74,40.906,733.408,0.5670000000000001,0.147,47.13,0.47,49.426,-7.63
23.4,76.476,129.968,0.5670000000000001,0.07400000000000001,36.56,0.29,48.468,0.59
23.53,76.632,169.34400000000002,0.597,0.065,32.01,0.48,8.977,0.84
23.7,76.459,163.628,0.555,0.085,35.76,0.51,38.369,0.29
23.82,76.501,144.207,0.561,0.061,27.32,0.4,52.157,-0.43
23.95,76.646,160.844,0.541,0.068,23.76,0.61,28.116999999999997,0.0
27.68,69.687,265.685,0.551,0.105,37.07,0.52,34.637,-2.29
27.82,69.281,316.57,0.563,0.133,25.24,0.47,33.684,-1.81
27.96,68.429,264.307,0.585,0.11199999999999999,34.09,0.58,26.079,-2.63
28.13,67.187,170.55700000000002,0.5670000000000001,0.10300000000000001,41.3,0.62,44.211000000000006,-2.12
28.26,66.756,174.493,0.57,0.079,37.32,0.9,28.862,-2.15
31.87,60.016000000000005,315.13599999999997,0.583,0.11,31.97,0.39,28.948,-4.3
31.92,59.707,357.315,0.5529999999999999,0.13699999999999998,42.64,0.6,13.459000000000001,-4.85
32.0,60.202,296.421,0.544,0.113,41.5,0.46,6.257000000000001,-3.47
32.1,59.751999999999995,340.51300000000003,0.588,0.13699999999999998,38.17,0.35,48.468,-3.29
32.17,59.013999999999996,253.11599999999999,0.5820000000000001,0.114,39.65,0.59,32.16,-2.98
33.69,51.622,797.75,0.555,0.157,49.76,1.01,31.74,-6.84
33.63,53.114,418.223,0.618,0.10099999999999999,42.6,0.43,22.601,-3.58
33.63,53.137,725.679,0.569,0.17,39.3,0.73,54.318000000000005,-5.14
33.64,53.435,630.681,0.5479999999999999,0.214,39.07,0.39,29.996,-5.01
33.66,51.427,699.738,0.555,0.207,36.03,0.67,54.36600000000001,-4.61
33.21,50.887,306.856,0.579,0.109,38.02,0.49,45.54,-7.34
33.17,51.246,215.882,0.562,0.086,30.27,0.51,60.004,-5.68
33.13,51.266000000000005,316.835,0.6,0.107,31.07,0.47,27.39,-6.84
33.11,50.854,293.274,0.5539999999999999,0.08800000000000001,34.26,0.74,59.544,-7.54
33.07,50.476000000000006,363.277,0.508,0.095,27.22,0.73,56.958,-7.16
31.89,49.215,602.903,0.542,0.156,37.99,1.4,70.108,-5.36
31.84,49.268,423.483,0.55,0.113,36.01,1.64,74.462,-3.31
31.87,48.482,559.341,0.575,0.139,40.85,1.63,18.938,-4.16
31.84,49.406000000000006,368.36199999999997,0.563,0.13,32.67,1.51,59.711000000000006,-3.53
31.82,49.438,589.501,0.539,0.151,38.33,1.44,37.635,-6.25
26.47,67.889,876.8710000000001,0.503,0.23600000000000002,41.92,0.34,20.477,3.58
26.78,69.01,423.416,0.608,0.125,38.72,0.39,30.513,2.33
27.05,69.925,447.754,0.5429999999999999,0.17800000000000002,44.48,0.49,36.444,2.18
27.32,70.461,955.421,0.504,0.187,37.06,0.51,24.214000000000002,2.65
27.66,70.67,736.375,0.361,0.23199999999999998,31.64,0.62,28.558000000000003,5.11
34.85,57.176,196.197,0.541,0.10099999999999999,27.33,0.28,31.224,-0.72
34.98,56.167,121.713,0.615,0.07400000000000001,36.91,0.81,12.321,-1.83
35.11,56.193999999999996,166.233,0.588,0.099,31.81,0.92,33.080999999999996,-1.56
35.22,56.31100000000001,187.86599999999999,0.609,0.083,39.55,0.26,31.375999999999998,-1.93
35.42,55.273,195.014,0.5539999999999999,0.09300000000000001,26.44,0.42,22.351999999999997,-0.51
36.52,51.577,150.149,0.595,0.078,30.27,0.18,51.714,-4.01
36.52,50.755,157.099,0.618,-0.018000000000000002,38.92,0.71,57.791000000000004,-5.33
36.52,50.273999999999994,231.31799999999998,0.614,0.091,41.04,0.4,27.406999999999996,-5.13
36.53,50.185,476.23800000000006,0.56,0.133,46.05,0.3,18.362000000000002,-7.16
36.53,49.681999999999995,208.768,0.598,0.078,44.26,0.52,32.253,-5.66
36.11,43.651,468.398,0.5760000000000001,0.08900000000000001,42.73,0.62,62.393,-7.54
36.04,45.083,388.274,0.5760000000000001,0.099,47.46,0.83,58.339,-7.79
36.0,45.456,338.24699999999996,0.591,0.1,37.97,0.5,59.331,-7.37
35.98,45.45399999999999,511.923,0.581,0.153,35.73,0.6,43.852,-5.51
35.93,44.125,427.85699999999997,0.613,0.14800000000000002,45.48,0.86,55.284,-7.4
35.48,43.92100000000001,1026.78,0.53,0.17600000000000002,41.66,0.71,53.323,-5.47
35.54,44.293,1811.6729999999998,0.45,0.272,45.43,0.63,36.289,-5.11
35.63,44.438,1427.76,0.42100000000000004,0.292,45.04,0.52,42.603,-4.88
35.67,44.488,1223.428,0.46399999999999997,0.248,43.8,0.59,32.159,-5.38
35.66,44.681000000000004,1367.529,0.467,0.302,40.19,0.33,55.285,-4.41
35.17,38.998000000000005,281.801,0.619,0.107,35.04,1.55,49.729,-8.46
35.1,38.604,161.766,0.612,0.068,47.68,1.33,63.403999999999996,-8.57
35.04,39.021,264.85200000000003,0.589,0.087,41.34,1.84,53.158,-9.65
34.97,38.828,322.285,0.584,0.076,48.23,1.53,59.253,-9.34
34.93,38.825,237.655,0.63,0.08,51.16,1.73,35.538000000000004,-8.26
26.13,68.296,209.148,0.611,0.09,45.37,0.87,46.641999999999996,-1.22
26.3,68.389,237.463,0.612,0.09,42.21,0.34,24.658,-0.67
26.47,68.84,166.891,0.596,0.057,37.22,0.45,35.813,-1.38
26.69,68.76100000000001,69.445,0.585,0.037000000000000005,30.01,0.32,26.515,-0.92
26.91,68.705,124.822,0.498,0.075,23.84,0.73,68.402,-0.8
31.06,60.7,473.654,0.535,0.161,38.52,0.46,15.26,-3.49
31.17,60.591,366.86800000000005,0.575,0.134,33.19,0.87,27.589000000000002,-2.96
31.29,60.617,179.81099999999998,0.564,0.10300000000000001,34.98,0.58,19.397000000000002,-3.44
31.4,60.26,311.683,0.369,0.141,25.62,0.39,13.217,-3.19
31.5,60.521,533.188,0.544,0.207,43.57,0.87,29.654,-2.69
33.59,43.818999999999996,253.607,0.602,0.086,39.64,1.47,33.306999999999995,-7.2
34.15,56.553999999999995,103.32600000000001,0.611,0.052000000000000005,37.06,0.27,48.431999999999995,-2.86
33.54,43.501000000000005,396.98,0.603,0.09300000000000001,43.91,1.52,61.981,-6.79
34.16,55.305,123.24,0.614,0.061,38.41,0.87,32.623000000000005,-5.31
33.5,42.692,388.87699999999995,0.606,0.091,50.05,1.64,33.179,-9.03
34.2,55.457,571.682,0.583,0.16,46.57,0.81,36.102,-5.15
33.33,41.978,284.689,0.5920000000000001,0.127,42.41,1.66,39.429,-8.28
34.24,54.506,323.14099999999996,0.596,0.127,43.68,0.66,37.827,-5.27
33.21,42.2,416.309,0.578,0.10099999999999999,43.11,1.43,62.245,-8.54
34.27,54.566,351.336,0.601,0.114,46.64,0.53,43.117,-5.88
34.04,49.013999999999996,505.54900000000004,0.568,0.135,36.41,0.51,3.68,-7.89
33.98,50.393,104.19200000000001,0.58,0.032,43.65,0.69,66.286,-10.97
33.93,50.161,421.73800000000006,0.574,0.129,43.94,0.77,51.28,-7.14
33.88,49.917,196.11599999999999,0.584,0.11199999999999999,36.46,1.0,67.155,-6.59
33.87,49.381,370.955,0.595,0.098,40.99,0.93,68.39699999999999,-9.88
33.42,50.23,1445.759,0.505,0.22899999999999998,45.42,0.69,52.483000000000004,-5.49
33.43,49.583999999999996,1370.01,0.518,0.20600000000000002,41.91,0.89,63.903999999999996,-5.5
33.41,48.72,1728.3120000000001,0.44799999999999995,0.26899999999999996,38.2,0.5,45.31100000000001,-6.06
33.42,50.071000000000005,1167.766,0.46399999999999997,0.251,38.58,0.41,48.945,-4.61
33.47,50.995,878.255,0.498,0.198,42.65,0.39,50.726000000000006,-5.48
26.73,61.371,558.4730000000001,0.557,0.152,43.6,1.39,31.5,1.3
27.0,62.287,327.302,0.593,0.122,45.4,1.61,48.174,0.93
27.44,62.92,306.47900000000004,0.589,0.129,44.19,1.42,64.387,1.53
28.04,64.112,432.208,0.54,0.166,42.75,1.67,37.495,1.61
28.47,65.22800000000001,649.312,0.498,0.235,45.0,1.74,17.984,1.86
34.97,53.138000000000005,241.61900000000003,0.536,0.134,40.85,1.79,26.392,-2.56
35.07,53.372,415.731,0.44,0.175,39.06,1.83,29.392,-1.48
35.18,52.066,194.30700000000002,0.605,0.085,43.92,1.7,45.364,-2.11
35.28,51.658,236.99599999999998,0.59,0.087,40.67,1.26,59.433,-2.39
35.4,50.387,82.89,0.645,0.042,49.52,1.49,58.758,-3.11
37.11,48.076,97.633,0.628,0.03,48.92,1.56,61.52,-7.42
37.13,47.433,283.512,0.613,0.102,49.46,1.41,32.486,-5.24
37.17,45.595,215.84799999999998,0.647,0.055999999999999994,50.52,1.3,40.204,-3.84
37.18,45.772,238.548,0.612,0.09699999999999999,45.58,1.34,42.113,-4.89
37.21,45.729,394.36400000000003,0.5710000000000001,0.10400000000000001,44.29,1.4,53.846000000000004,-4.66
36.31,37.368,267.673,0.599,0.10400000000000001,41.21,1.94,47.701,-10.06
36.13,37.799,283.569,0.606,0.095,42.05,1.87,53.946999999999996,-8.88
35.97,38.607,314.639,0.609,0.124,49.14,1.55,37.49,-6.32
35.87,39.667,322.086,0.599,0.08199999999999999,52.61,1.95,33.895,-8.06
35.81,39.873000000000005,234.553,0.5870000000000001,0.07400000000000001,48.98,1.39,59.513000000000005,-8.78
34.27,41.258,288.478,0.602,0.111,41.25,1.6,50.772,-7.56
34.25,41.349,158.05100000000002,0.619,0.068,45.01,1.63,54.467,-6.64
34.19,40.795,205.005,0.608,0.05,50.03,1.95,50.717,-7.72
34.13,41.315,297.72,0.598,0.08800000000000001,51.34,1.88,48.961999999999996,-7.38
34.11,42.213,304.02299999999997,0.605,0.096,38.63,1.81,26.021,-7.32
25.67,70.972,419.22,0.5329999999999999,0.16399999999999998,38.79,0.35,30.479,0.62
25.92,71.266,259.819,0.5770000000000001,0.11599999999999999,28.5,0.72,9.487,0.61
26.21,71.24600000000001,156.778,0.573,0.094,31.45,0.39,23.226999999999997,0.26
26.49,71.111,237.622,0.5429999999999999,0.135,34.67,0.36,10.609000000000002,0.5
26.79,70.734,262.683,0.583,0.12,29.37,0.23,40.44,0.24
31.16,63.582,266.138,0.5760000000000001,0.134,36.98,0.8,18.048,-3.91
31.26,63.528,156.749,0.563,0.075,38.63,0.39,58.699,-3.01
31.37,63.114,64.531,0.601,0.037000000000000005,34.82,0.68,71.277,-3.12
31.48,61.18600000000001,6.5089999999999995,0.6779999999999999,0.009000000000000001,37.13,0.3,32.409,-2.59
31.56,60.598,171.567,0.613,0.081,39.09,0.36,46.213,-2.67
33.47,59.637,846.077,0.52,0.225,41.93,0.55,48.022,-3.42
33.54,59.044,430.461,0.583,0.147,45.37,0.8,48.405,-2.93
33.6,58.291000000000004,922.3439999999999,0.43799999999999994,0.314,38.07,0.3,45.36,-2.77
33.68,58.358999999999995,786.05,0.457,0.08800000000000001,41.32,0.53,31.84,-3.75
33.76,58.153,558.249,0.563,0.175,40.81,0.54,25.259,-3.89
33.65,44.641999999999996,312.58799999999997,0.672,0.08,49.68,1.71,42.24,-7.22
33.64,44.081,248.967,0.618,0.09,46.2,1.91,57.785,-7.03
33.63,44.196999999999996,296.66700000000003,0.621,0.086,42.69,1.79,48.693000000000005,-7.16
33.64,44.058,246.168,0.619,0.045,51.61,1.98,41.355,-8.01
33.65,43.207,82.51799999999999,0.619,0.032,46.77,1.62,65.418,-7.5
34.22,49.863,479.598,0.581,0.16699999999999998,42.96,0.49,19.315,-5.59
34.15,50.22,478.52099999999996,0.5770000000000001,0.15,37.65,0.35,43.883,-4.4
34.12,49.808,416.475,0.605,0.221,40.9,0.35,46.733000000000004,-4.47
34.1,48.746,331.56,0.611,0.096,39.1,0.46,49.408,-5.85
34.03,46.965,247.15900000000002,0.622,0.099,43.38,0.56,77.191,-5.78
32.5,50.457,507.67400000000004,0.5820000000000001,0.114,41.79,0.83,40.722,-6.79
32.53,50.754,293.736,0.607,0.078,40.34,0.93,35.528,-5.14
32.54,50.292,496.88300000000004,0.5670000000000001,0.162,45.02,0.88,29.846,-6.87
32.55,51.03,307.263,0.59,0.107,37.53,0.8,56.967,-5.56
32.58,50.806999999999995,275.121,0.5820000000000001,0.084,44.8,0.68,69.436,-6.39
32.77,50.191,635.35,0.584,0.136,44.08,0.71,64.768,-4.96
32.81,50.638999999999996,457.87,0.5710000000000001,0.11,42.01,1.14,70.036,-4.46
32.84,52.07,328.01,0.5760000000000001,0.099,45.55,1.03,73.10600000000001,-4.03
32.88,52.37,445.89099999999996,0.5720000000000001,0.142,40.67,1.03,72.881,-4.31
32.87,50.94,409.481,0.5760000000000001,0.099,42.3,0.88,64.133,-4.7
35.35,47.882,255.028,0.596,0.111,38.46,1.83,33.803000000000004,-6.54
35.31,47.434,269.635,0.608,0.11900000000000001,42.75,1.71,16.965999999999998,-6.42
35.31,48.273999999999994,239.399,0.602,0.08800000000000001,45.46,1.41,40.437,-7.06
35.33,47.973,219.09799999999998,0.596,0.115,38.35,1.4,32.596,-6.04
35.35,48.31399999999999,298.171,0.589,0.132,40.26,1.85,24.136,-6.24
35.34,48.312,247.55900000000003,0.594,0.086,48.45,1.64,36.303000000000004,-4.27
35.34,47.588,95.185,0.629,0.042,45.17,1.37,96.87299999999999,-5.33
35.34,47.916000000000004,124.749,0.598,0.031,48.07,1.33,98.729,-4.77
35.36,48.232,276.086,0.56,0.126,40.72,1.58,53.57,-4.67
35.42,49.467,309.723,0.556,0.171,43.4,1.56,37.975,-3.79
35.45,49.527,376.056,0.599,0.105,51.27,1.33,36.358000000000004,-5.16
35.46,49.121,319.726,0.589,0.12300000000000001,41.38,1.24,67.508,-5.63
35.5,49.475,213.338,0.616,0.1,46.08,1.48,54.402,-5.57
35.54,48.357,356.098,0.598,0.11800000000000001,50.81,1.4,13.212,-5.67
35.59,48.422,327.605,0.6,0.10800000000000001,43.22,1.43,24.508000000000003,-5.12
35.85,38.374,285.869,0.608,0.094,45.91,1.61,36.685,-8.64
35.76,39.141,281.714,0.589,0.111,32.44,1.46,57.205,-4.47
35.67,39.18,291.675,0.606,0.10800000000000001,40.27,1.56,30.811999999999998,-8.38
35.6,38.964,331.755,0.608,0.094,42.27,1.67,46.47,-9.21
35.56,39.406,311.81,0.605,0.105,41.2,1.73,42.675,-7.57
33.25,40.163000000000004,191.143,0.589,0.08900000000000001,30.94,1.63,37.559,-8.06
33.19,40.018,207.516,0.621,0.079,44.36,1.86,28.570999999999998,-8.72
33.21,40.825,157.379,0.617,0.069,44.92,1.61,45.536,-8.6
33.2,40.801,241.977,0.601,0.09699999999999999,41.85,1.56,33.266999999999996,-8.59
33.17,41.415,216.11,0.626,0.065,51.97,1.57,26.314,-8.6
32.59,42.25899999999999,216.91,0.584,0.085,35.68,1.25,36.716,-7.4
32.57,41.978,239.518,0.5920000000000001,0.08800000000000001,38.88,1.54,34.869,-7.72
32.56,41.778999999999996,242.597,0.602,0.055999999999999994,44.03,1.86,40.722,-8.33
32.44,41.908,231.05200000000002,0.612,0.1,46.37,1.68,40.749,-7.39
32.37,42.1,243.298,0.61,0.07,45.41,1.69,41.3,-8.74
34.91,52.013999999999996,885.4060000000001,0.524,0.25,33.46,1.1,53.641000000000005,-4.16
34.98,51.742,627.939,0.58,0.153,44.32,1.52,55.011,-4.61
35.04,51.339,947.034,0.415,0.26899999999999996,37.19,1.4,35.621,-3.19
35.1,51.207,930.918,0.474,0.29100000000000004,40.74,1.61,25.816999999999997,-3.67
35.16,51.097,767.385,0.46,0.271,38.52,1.37,23.364,-2.39
35.27,50.863,897.678,0.509,0.23399999999999999,43.44,1.2,64.293,-4.62
35.35,51.327,732.9630000000001,0.467,0.249,34.5,1.17,84.126,-3.92
35.46,51.666000000000004,540.734,0.585,0.153,45.12,1.26,75.324,-4.13
35.53,51.873000000000005,308.161,0.604,0.125,39.48,1.27,43.303000000000004,-3.72
35.64,51.687,242.07,0.589,0.11,41.93,0.99,80.34100000000001,-2.79
35.77,52.111000000000004,230.21400000000003,0.622,0.077,45.39,1.31,79.55199999999999,-5.44
35.82,52.033,250.604,0.625,0.10300000000000001,46.27,1.59,56.833999999999996,-5.81
35.87,51.56100000000001,246.61,0.629,0.099,43.27,1.44,33.708,-5.0
35.89,50.756,293.974,0.611,0.11900000000000001,42.63,1.51,45.625,-5.02
35.9,50.256,192.477,0.629,0.071,33.37,1.31,52.383,-5.65
32.96,44.038999999999994,1396.306,0.43700000000000006,0.32299999999999995,40.26,1.54,79.942,-0.93
33.02,44.626999999999995,1466.2089999999998,0.498,0.249,41.9,1.59,64.48,-2.09
33.12,45.148,2117.46,0.376,0.365,37.68,1.71,47.545,-3.29
33.16,44.162,1489.588,0.431,0.28800000000000003,47.22,1.39,39.643,-4.99
33.23,44.183,1288.646,0.46399999999999997,0.273,43.05,1.43,71.445,-5.16
33.67,39.885999999999996,635.9159999999999,0.542,0.163,29.19,1.36,63.876000000000005,-7.2
33.66,40.818000000000005,646.895,0.557,0.136,43.88,1.53,66.07300000000001,-7.31
33.69,43.328,832.9939999999999,0.546,0.177,42.1,1.39,82.721,-5.06
33.76,42.36600000000001,1287.267,0.449,0.27399999999999997,33.92,1.2,60.325,-5.83
33.84,42.56100000000001,1270.599,0.46299999999999997,0.282,40.4,1.67,57.473,-4.69
34.59,40.667,720.182,0.599,0.111,46.25,1.44,60.595,-8.16
34.61,40.599000000000004,245.845,0.594,0.08900000000000001,41.28,1.53,70.58800000000001,-6.44
34.64,41.128,644.648,0.568,0.126,42.57,1.48,75.863,-5.97
34.68,41.248000000000005,605.452,0.5529999999999999,0.151,46.6,1.57,77.62,-5.97
34.73,43.145,790.813,0.5529999999999999,0.182,39.65,1.74,70.822,-6.88
25.71,66.743,666.9989999999999,0.499,0.193,34.61,1.43,22.384,-0.56
26.44,66.771,762.543,0.528,0.163,39.5,1.69,31.379,-1.15
27.03,64.585,728.945,0.531,0.196,32.79,1.33,21.115,-1.74
27.76,62.393,229.861,0.585,0.099,34.4,1.38,50.971000000000004,-2.43
28.13,61.091,359.811,0.5870000000000001,0.114,38.44,1.51,37.735,-2.8
32.21,48.831,1455.905,0.469,0.263,36.96,1.54,33.603,-5.32
32.31,48.089,913.288,0.488,0.254,38.41,1.61,35.561,-5.24
32.47,49.242,579.5830000000001,0.575,0.19,35.85,1.4,21.835,-5.58
32.61,47.632,1796.033,0.39299999999999996,0.298,37.9,1.58,50.24100000000001,-6.08
32.71,45.516000000000005,1693.3310000000001,0.444,0.305,43.07,1.32,57.565,-6.04
34.91,41.292,1538.379,0.324,0.25,30.58,1.61,38.803000000000004,-7.74
34.96,41.448,1465.9579999999999,0.42700000000000005,0.3,34.96,1.46,47.486999999999995,-6.75
34.99,42.34,1679.6779999999999,0.41,0.322,39.56,1.38,41.201,-7.46
35.07,41.516000000000005,1843.973,0.415,0.33399999999999996,39.07,1.35,53.449,-7.46
35.11,41.146,1770.912,0.426,0.244,37.04,1.4,60.578,-7.3
31.65,44.516000000000005,1712.18,0.342,0.322,38.57,1.47,16.989,-1.0
31.84,44.187,1642.505,0.392,0.33299999999999996,44.89,1.49,33.848,-1.55
32.04,44.915,1496.104,0.40700000000000003,0.315,40.64,1.71,24.429000000000002,-2.75
32.25,45.376000000000005,428.395,0.5579999999999999,0.145,42.93,1.48,52.1,-1.64
32.45,44.513000000000005,1069.399,0.43700000000000006,0.28300000000000003,40.39,1.4,57.711999999999996,-3.12
35.5,39.681,1673.759,0.324,0.34,43.02,1.13,31.314,-3.95
35.6,39.28,698.997,0.514,0.218,45.49,1.4,45.878,-4.31
35.71,39.794000000000004,1875.354,0.341,0.37200000000000005,39.37,1.43,26.188000000000002,-3.98
35.86,40.521,1806.501,0.41200000000000003,0.35600000000000004,43.79,1.65,47.227,-2.97
36.0,40.018,1187.198,0.408,0.255,49.74,1.23,53.531000000000006,-3.49
37.46,35.233000000000004,226.987,0.588,0.08900000000000001,38.88,1.59,47.59,-2.51
37.49,36.427,121.009,0.595,0.049,39.36,1.74,41.04,-4.46
37.5,34.719,1306.171,0.414,0.287,43.47,1.65,31.169,-7.13
37.54,36.56,1582.148,0.32299999999999995,0.341,37.3,1.52,52.488,-3.53
37.55,35.018,243.66400000000002,0.605,0.09300000000000001,34.97,1.59,57.77,-3.92
37.1,48.756,292.85200000000003,0.616,0.08900000000000001,46.98,1.48,14.759,-5.11
37.11,48.17100000000001,241.365,0.603,0.11800000000000001,38.41,1.39,33.54,-6.5
37.12,47.808,222.33599999999998,0.621,0.115,36.33,1.79,18.575,-5.79
37.12,47.644,218.393,0.63,0.061,47.0,1.62,14.449000000000002,-6.25
37.13,46.59,248.15599999999998,0.626,0.11699999999999999,39.96,1.61,12.724,-6.3
37.12,45.66,242.28400000000002,0.617,0.107,36.84,1.56,17.858,-6.87
